,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
98,2024,SE,FT,Data Analyst,86146,EUR,95717,NL,100,NL,M
99,2024,SE,FT,Data Analyst,71789,EUR,79765,NL,100,NL,M
100,2024,SE,FT,Data Scientist,170000,USD,170000,US,0,US,M
101,2024,SE,FT,Data Scientist,130000,USD,130000,US,0,US,M
102,2024,SE,FT,Data Scientist,297000,USD,297000,US,0,US,M
103,2024,SE,FT,Data Scientist,138000,USD,138000,US,0,US,M
104,2024,SE,FT,Data Analyst,140000,USD,140000,US,0,US,M
105,2024,SE,FT,Data Analyst,136000,USD,136000,US,0,US,M
106,2024,SE,FT,Data Engineer,195000,USD,195000,US,100,US,M
107,2024,SE,FT,Data Engineer,147500,USD,147500,US,100,US,M
108,2024,SE,FT,Data Engineer,195000,USD,195000,US,100,US,M
109,2024,SE,FT,Data Engineer,147500,USD,147500,US,100,US,M
110,2024,SE,FT,Data Engineer,154000,USD,154000,US,0,US,M
111,2024,SE,FT,Data Engineer,103000,USD,103000,US,0,US,M
112,2024,SE,FT,Machine Learning Engineer,234000,USD,234000,US,100,US,M
113,2024,SE,FT,Machine Learning Engineer,208000,USD,208000,US,100,US,M
114,2024,SE,FT,Data Engineer,206000,USD,206000,US,100,US,M
115,2024,SE,FT,Data Engineer,175100,USD,175100,US,100,US,M
116,2024,SE,FT,Machine Learning Engineer,324000,USD,324000,US,0,US,M
117,2024,SE,FT,Machine Learning Engineer,159000,USD,159000,US,0,US,M
118,2024,SE,FT,Data Engineer,150895,USD,150895,US,0,US,M
119,2024,SE,FT,Data Engineer,120715,USD,120715,US,0,US,M
120,2024,SE,FT,Data Scientist,283800,USD,283800,US,0,US,M
121,2024,SE,FT,Data Scientist,234700,USD,234700,US,0,US,M
122,2024,SE,FT,Data Scientist,187158,USD,187158,US,0,US,M
123,2024,SE,FT,Data Scientist,116974,USD,116974,US,0,US,M
124,2024,SE,FT,Data Scientist,179000,USD,179000,US,0,US,M
125,2024,SE,FT,Data Scientist,112000,USD,112000,US,0,US,M
126,2024,SE,FT,Machine Learning Engineer,195700,USD,195700,US,0,US,M
127,2024,SE,FT,Machine Learning Engineer,97700,USD,97700,US,0,US,M
128,2024,MI,FT,Data Analyst,119000,USD,119000,US,0,US,M
129,2024,MI,FT,Data Analyst,52100,USD,52100,US,0,US,M
130,2024,SE,FT,Data Engineer,199700,USD,199700,US,0,US,M
131,2024,SE,FT,Data Engineer,165100,USD,165100,US,0,US,M
132,2024,SE,FT,Machine Learning Engineer,251250,USD,251250,US,0,US,M
133,2024,SE,FT,Machine Learning Engineer,120750,USD,120750,US,0,US,M
134,2024,SE,FT,Data Scientist,240000,USD,240000,US,100,US,M
135,2024,SE,FT,Data Scientist,220000,USD,220000,US,100,US,M
136,2024,EN,FT,Data Analyst,130000,USD,130000,US,0,US,M
137,2024,EN,FT,Data Analyst,100000,USD,100000,US,0,US,M
138,2024,EN,FT,Data Analyst,170000,USD,170000,US,100,US,M
139,2024,EN,FT,Data Analyst,150000,USD,150000,US,100,US,M
140,2024,SE,FT,Data Analyst,150000,USD,150000,US,0,US,M
141,2024,SE,FT,Data Analyst,120000,USD,120000,US,0,US,M
142,2024,SE,FT,Data Scientist,247300,USD,247300,US,0,US,M
143,2024,SE,FT,Data Scientist,139800,USD,139800,US,0,US,M
144,2024,EX,FT,Data Engineer,220000,USD,220000,US,100,US,M
145,2024,EX,FT,Data Engineer,210000,USD,210000,US,100,US,M
146,2024,MI,FT,Data Scientist,130000,USD,130000,US,0,US,M
147,2024,MI,FT,Data Scientist,117000,USD,117000,US,0,US,M
148,2024,MI,FT,Data Scientist,172200,USD,172200,US,0,US,M
149,2024,MI,FT,Data Scientist,131200,USD,131200,US,0,US,M
150,2024,MI,FT,Data Engineer,133000,USD,133000,US,0,US,M
151,2024,MI,FT,Data Engineer,58300,USD,58300,US,0,US,M
152,2024,MI,FT,Data Engineer,100000,USD,100000,US,0,US,M
153,2024,MI,FT,Data Engineer,80000,USD,80000,US,0,US,M
154,2024,SE,FT,Data Analyst,85000,USD,85000,US,0,US,M
155,2024,SE,FT,Data Analyst,75000,USD,75000,US,0,US,M
156,2024,SE,FT,Data Scientist,243800,USD,243800,US,100,US,M
157,2024,SE,FT,Data Scientist,144200,USD,144200,US,100,US,M
158,2024,SE,FT,Machine Learning Engineer,220000,USD,220000,CA,0,CA,M
159,2024,SE,FT,Machine Learning Engineer,200000,USD,200000,CA,0,CA,M
160,2024,MI,FT,Data Scientist,166000,USD,166000,US,0,US,M
161,2024,MI,FT,Data Scientist,73100,USD,73100,US,0,US,M
162,2024,SE,FT,Machine Learning Engineer,182000,USD,182000,US,0,US,M
163,2024,SE,FT,Machine Learning Engineer,164000,USD,164000,US,0,US,M
164,2024,SE,FT,Machine Learning Engineer,200800,USD,200800,US,0,US,M
165,2024,SE,FT,Machine Learning Engineer,107800,USD,107800,US,0,US,M
166,2024,EN,FT,Data Analyst,106100,USD,106100,US,0,US,M
167,2024,EN,FT,Data Analyst,74300,USD,74300,US,0,US,M
168,2024,SE,FT,Data Analyst,153900,USD,153900,US,0,US,M
169,2024,SE,FT,Data Analyst,112715,USD,112715,US,0,US,M
170,2024,SE,FT,Machine Learning Engineer,221000,USD,221000,US,0,US,M
171,2024,SE,FT,Machine Learning Engineer,185000,USD,185000,US,0,US,M
172,2024,EN,FT,Data Analyst,92700,USD,92700,US,100,US,M
173,2024,EN,FT,Data Analyst,64900,USD,64900,US,100,US,M
174,2024,MI,FT,Data Engineer,126600,USD,126600,US,0,US,M
175,2024,MI,FT,Data Engineer,80800,USD,80800,US,0,US,M
176,2024,SE,FT,Data Scientist,164845,USD,164845,US,0,US,M
177,2024,SE,FT,Data Scientist,119887,USD,119887,US,0,US,M
178,2024,EN,FT,Data Analyst,93000,USD,93000,US,0,US,M
179,2024,EN,FT,Data Analyst,87000,USD,87000,US,0,US,M
180,2024,MI,FT,Data Analyst,103500,USD,103500,US,0,US,M
181,2024,MI,FT,Data Analyst,65600,USD,65600,US,0,US,M
182,2024,SE,FT,Data Scientist,164000,USD,164000,US,100,US,M
183,2024,SE,FT,Data Scientist,152000,USD,152000,US,100,US,M
184,2024,MI,FT,Machine Learning Engineer,202000,USD,202000,US,0,US,M
185,2024,MI,FT,Machine Learning Engineer,137000,USD,137000,US,0,US,M
186,2024,SE,FT,Data Scientist,168800,USD,168800,US,0,US,M
187,2024,SE,FT,Data Scientist,93800,USD,93800,US,0,US,M
188,2024,MI,FT,Data Scientist,132567,USD,132567,US,0,US,M
189,2024,MI,FT,Data Scientist,96412,USD,96412,US,0,US,M
190,2024,SE,FT,Machine Learning Engineer,309000,USD,309000,US,0,US,M
191,2024,SE,FT,Machine Learning Engineer,142000,USD,142000,US,0,US,M
192,2024,SE,FT,Data Scientist,266875,USD,266875,US,0,US,M
193,2024,SE,FT,Data Scientist,128250,USD,128250,US,0,US,M
194,2024,SE,FT,Data Engineer,191311,USD,191311,US,100,US,M
195,2024,SE,FT,Data Engineer,166358,USD,166358,US,100,US,M
196,2024,SE,FT,Data Scientist,218500,USD,218500,US,100,US,M
197,2024,SE,FT,Data Scientist,190000,USD,190000,US,100,US,M
198,2024,SE,FT,Machine Learning Engineer,324000,USD,324000,US,0,US,M
199,2024,SE,FT,Machine Learning Engineer,159000,USD,159000,US,0,US,M
200,2024,SE,FT,Machine Learning Engineer,235680,USD,235680,US,0,US,M
201,2024,SE,FT,Machine Learning Engineer,153040,USD,153040,US,0,US,M
202,2024,EN,FT,Data Analyst,140000,USD,140000,US,0,US,M
203,2024,EN,FT,Data Analyst,100000,USD,100000,US,0,US,M
204,2024,MI,FT,Data Analyst,187000,USD,187000,US,0,US,M
205,2024,MI,FT,Data Analyst,153000,USD,153000,US,0,US,M
206,2024,MI,FT,Data Engineer,185000,USD,185000,US,0,US,L
207,2024,MI,FT,Data Engineer,81000,USD,81000,US,0,US,L
208,2024,SE,FT,Machine Learning Engineer,290000,USD,290000,US,0,US,M
209,2024,SE,FT,Machine Learning Engineer,203000,USD,203000,US,0,US,M
210,2024,MI,FT,Data Analyst,187000,USD,187000,US,0,US,M
211,2024,MI,FT,Data Analyst,153000,USD,153000,US,0,US,M
212,2024,SE,FT,Data Scientist,190000,USD,190000,CA,0,CA,M
213,2024,SE,FT,Data Scientist,158500,USD,158500,CA,0,CA,M
214,2024,MI,FT,Data Scientist,240000,USD,240000,US,0,US,M
215,2024,MI,FT,Data Scientist,180000,USD,180000,US,0,US,M
216,2024,SE,FT,Data Engineer,130500,USD,130500,US,0,US,M
217,2024,SE,FT,Data Engineer,96000,USD,96000,US,0,US,M
218,2024,MI,FT,Data Scientist,166000,USD,166000,US,0,US,M
219,2024,MI,FT,Data Scientist,73100,USD,73100,US,0,US,M
220,2024,MI,FT,Machine Learning Engineer,50000,GBP,62500,GB,0,GB,M
221,2024,MI,FT,Machine Learning Engineer,40000,GBP,50000,GB,0,GB,M
222,2024,SE,FT,Data Analyst,234000,USD,234000,US,0,US,M
223,2024,SE,FT,Data Analyst,146000,USD,146000,US,0,US,M
224,2024,SE,FT,Data Engineer,100000,GBP,125000,GB,0,GB,M
225,2024,SE,FT,Data Engineer,100000,GBP,125000,GB,0,GB,M
226,2024,SE,FT,Data Scientist,58800,EUR,65333,LT,0,LT,M
227,2024,SE,FT,Data Scientist,42000,EUR,46666,LT,0,LT,M
228,2024,SE,FT,Data Engineer,105000,USD,105000,US,100,US,M
229,2024,SE,FT,Data Engineer,95000,USD,95000,US,100,US,M
230,2024,EN,FT,Data Analyst,60500,USD,60500,US,0,US,M
231,2024,EN,FT,Data Analyst,40300,USD,40300,US,0,US,M
232,2024,MI,FT,Data Analyst,160000,USD,160000,US,0,US,M
233,2024,MI,FT,Data Analyst,95000,USD,95000,US,0,US,M
234,2024,EN,FT,Data Engineer,152500,USD,152500,US,0,US,M
235,2024,EN,FT,Data Engineer,138200,USD,138200,US,0,US,M
236,2024,SE,FT,Data Analyst,163700,USD,163700,US,0,US,M
237,2024,SE,FT,Data Analyst,109100,USD,109100,US,0,US,M
238,2024,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
239,2024,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M
240,2024,SE,FT,Machine Learning Engineer,220000,USD,220000,US,0,US,M
241,2024,SE,FT,Machine Learning Engineer,200000,USD,200000,US,0,US,M
242,2024,MI,FT,Data Engineer,115000,USD,115000,US,100,US,M
243,2024,MI,FT,Data Engineer,95000,USD,95000,US,100,US,M
244,2024,SE,FT,Data Engineer,65000,GBP,81250,GB,0,GB,M
245,2024,SE,FT,Data Engineer,65000,GBP,81250,GB,0,GB,M
246,2024,SE,FT,Machine Learning Engineer,254000,USD,254000,US,0,US,M
247,2024,SE,FT,Machine Learning Engineer,200000,USD,200000,US,0,US,M
248,2024,SE,FT,Data Scientist,161000,USD,161000,US,0,US,M
249,2024,SE,FT,Data Scientist,133200,USD,133200,US,0,US,M
250,2024,MI,FT,Data Engineer,85000,GBP,106250,GB,0,GB,M
251,2024,MI,FT,Data Engineer,85000,GBP,106250,GB,0,GB,M
252,2024,MI,FT,Machine Learning Engineer,223100,USD,223100,US,100,US,M
253,2024,MI,FT,Machine Learning Engineer,126400,USD,126400,US,100,US,M
254,2024,MI,FT,Data Engineer,246000,USD,246000,US,100,US,M
255,2024,MI,FT,Data Engineer,170000,USD,170000,US,100,US,M
256,2024,MI,FT,Data Scientist,150000,USD,150000,US,100,US,M
257,2024,MI,FT,Data Scientist,103000,USD,103000,US,100,US,M
258,2024,SE,FT,Data Scientist,170000,USD,170000,US,0,US,M
259,2024,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M
260,2024,SE,FT,Data Analyst,175000,USD,175000,US,0,US,M
261,2024,SE,FT,Data Analyst,117000,USD,117000,US,0,US,M
262,2024,SE,FT,Data Analyst,85000,USD,85000,US,0,US,M
263,2024,SE,FT,Data Analyst,79000,USD,79000,US,0,US,M
264,2024,SE,FT,Data Scientist,205000,USD,205000,US,0,US,M
265,2024,SE,FT,Data Scientist,190000,USD,190000,US,0,US,M
266,2024,SE,FT,Data Engineer,331640,USD,331640,US,0,US,M
267,2024,SE,FT,Data Engineer,283780,USD,283780,US,0,US,M
268,2024,MI,FT,Data Analyst,95000,USD,95000,US,0,US,M
269,2024,MI,FT,Data Analyst,70000,USD,70000,US,0,US,M
270,2024,MI,FT,Data Scientist,203500,USD,203500,US,100,US,M
271,2024,MI,FT,Data Scientist,133000,USD,133000,US,100,US,M
272,2024,SE,FT,Data Engineer,104000,USD,104000,US,0,US,M
273,2024,SE,FT,Data Engineer,80000,USD,80000,US,0,US,M
274,2024,MI,FT,Data Analyst,134400,USD,134400,US,0,US,M
275,2024,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
276,2024,EN,FT,Data Scientist,26800,GBP,33500,GB,0,GB,M
277,2024,EN,FT,Data Scientist,26800,GBP,33500,GB,0,GB,M
278,2024,SE,FT,Data Scientist,65000,GBP,81250,GB,100,GB,M
279,2024,SE,FT,Data Scientist,45000,GBP,56250,GB,100,GB,M
280,2024,EN,FT,Data Analyst,64500,USD,64500,US,0,US,M
281,2024,EN,FT,Data Analyst,51500,USD,51500,US,0,US,M
282,2024,SE,FT,Machine Learning Engineer,240200,USD,240200,GB,100,GB,M
283,2024,SE,FT,Machine Learning Engineer,102900,USD,102900,GB,100,GB,M
284,2024,MI,FT,Data Analyst,195600,USD,195600,US,100,US,M
285,2024,MI,FT,Data Analyst,165500,USD,165500,US,100,US,M
286,2024,SE,FT,Data Analyst,180400,USD,180400,US,0,US,M
287,2024,SE,FT,Data Analyst,138800,USD,138800,US,0,US,M
288,2024,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M
289,2024,SE,FT,Data Scientist,139000,USD,139000,US,0,US,M
290,2024,SE,FT,Data Scientist,147670,USD,147670,US,0,US,M
291,2024,SE,FT,Data Scientist,118136,USD,118136,US,0,US,M
292,2024,SE,FT,Data Scientist,154000,USD,154000,US,0,US,M
293,2024,SE,FT,Data Scientist,81536,USD,81536,US,0,US,M
294,2024,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M
295,2024,SE,FT,Data Scientist,139000,USD,139000,US,0,US,M
296,2024,EN,FT,Data Analyst,23000,GBP,28750,GB,0,GB,M
297,2024,EN,FT,Data Analyst,23000,GBP,28750,GB,0,GB,M
298,2024,SE,FT,Data Engineer,198000,USD,198000,US,100,US,M
299,2024,SE,FT,Data Engineer,143000,USD,143000,US,100,US,M
300,2024,SE,FT,Machine Learning Engineer,340000,USD,340000,US,0,US,M
301,2024,SE,FT,Machine Learning Engineer,212000,USD,212000,US,0,US,M
302,2024,MI,FT,Data Scientist,114000,CHF,129545,CH,50,CH,L
303,2024,SE,FT,Data Scientist,297000,USD,297000,US,0,US,M
304,2024,SE,FT,Data Scientist,138000,USD,138000,US,0,US,M
305,2024,MI,FT,Data Scientist,198000,USD,198000,US,0,US,M
306,2024,MI,FT,Data Scientist,140000,USD,140000,US,0,US,M
307,2024,EN,FT,Machine Learning Engineer,130400,USD,130400,US,0,US,M
308,2024,EN,FT,Machine Learning Engineer,74500,USD,74500,US,0,US,M
309,2024,EN,FT,Data Scientist,133000,USD,133000,US,0,US,M
310,2024,EN,FT,Data Scientist,58400,USD,58400,US,0,US,M
311,2024,SE,FT,Data Scientist,204600,USD,204600,US,0,US,M
312,2024,SE,FT,Data Scientist,84500,USD,84500,US,0,US,M
313,2024,MI,FT,Data Scientist,176000,USD,176000,US,0,US,M
314,2024,MI,FT,Data Scientist,72700,USD,72700,US,0,US,M
315,2024,EN,FT,Data Analyst,92000,USD,92000,US,100,US,M
316,2024,EN,FT,Data Analyst,65000,USD,65000,US,100,US,M
317,2024,SE,FT,Data Engineer,231000,USD,231000,US,100,US,M
318,2024,SE,FT,Data Engineer,141000,USD,141000,US,100,US,M
319,2024,SE,FT,Data Scientist,162819,USD,162819,US,100,US,M
320,2024,SE,FT,Data Scientist,95776,USD,95776,US,100,US,M
321,2024,MI,FT,Data Engineer,138278,USD,138278,US,0,US,M
322,2024,MI,FT,Data Engineer,86424,USD,86424,US,0,US,M
323,2024,MI,FT,Data Engineer,122100,USD,122100,US,0,US,M
324,2024,MI,FT,Data Engineer,75500,USD,75500,US,0,US,M
325,2024,EN,FT,Data Engineer,162240,USD,162240,US,0,US,M
326,2024,EN,FT,Data Engineer,47840,USD,47840,US,0,US,M
327,2024,MI,FT,Data Scientist,231250,USD,231250,US,0,US,M
328,2024,MI,FT,Data Scientist,111000,USD,111000,US,0,US,M
329,2024,SE,FT,Data Engineer,277000,USD,277000,US,0,US,M
330,2024,SE,FT,Data Engineer,173000,USD,173000,US,0,US,M
331,2024,SE,FT,Data Scientist,202800,USD,202800,US,0,US,M
332,2024,SE,FT,Data Scientist,115000,USD,115000,US,0,US,M
333,2024,EN,FT,Data Analyst,65000,USD,65000,US,0,US,M
334,2024,EN,FT,Data Analyst,55751,USD,55751,US,0,US,M
335,2024,MI,FT,Data Scientist,147800,USD,147800,US,0,US,M
336,2024,MI,FT,Data Scientist,93100,USD,93100,US,0,US,M
337,2024,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M
338,2024,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M
339,2024,EN,FT,Data Scientist,175100,USD,175100,US,0,US,M
340,2024,EN,FT,Data Scientist,82915,USD,82915,US,0,US,M
341,2024,MI,FT,Data Engineer,166000,USD,166000,US,0,US,M
342,2024,MI,FT,Data Engineer,73000,USD,73000,US,0,US,M
343,2024,SE,FT,Data Scientist,236400,USD,236400,US,0,US,M
344,2024,SE,FT,Data Scientist,141800,USD,141800,US,0,US,M
345,2024,SE,FT,Data Engineer,150000,USD,150000,US,0,US,M
346,2024,SE,FT,Data Engineer,135000,USD,135000,US,0,US,M
347,2024,EN,FT,Data Analyst,99200,USD,99200,US,100,US,M
348,2024,EN,FT,Data Analyst,69400,USD,69400,US,100,US,M
349,2024,EN,FT,Data Analyst,88200,USD,88200,US,100,US,M
350,2024,EN,FT,Data Analyst,61700,USD,61700,US,100,US,M
351,2024,MI,FT,Data Scientist,165000,USD,165000,US,0,US,M
352,2024,MI,FT,Data Scientist,165000,USD,165000,US,0,US,M
353,2024,SE,FT,Data Analyst,160000,USD,160000,US,0,US,M
354,2024,SE,FT,Data Analyst,130000,USD,130000,US,0,US,M
355,2024,MI,FT,Data Scientist,154800,USD,154800,US,0,US,M
356,2024,MI,FT,Data Scientist,76300,USD,76300,US,0,US,M
357,2024,MI,FT,Data Analyst,112000,USD,112000,US,0,US,M
358,2024,MI,FT,Data Analyst,84000,USD,84000,US,0,US,M
359,2024,EN,FT,Data Analyst,115000,USD,115000,US,0,US,M
360,2024,EN,FT,Data Analyst,90000,USD,90000,US,0,US,M
361,2024,SE,FT,Data Engineer,170000,USD,170000,US,0,US,M
362,2024,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
363,2024,EN,FT,Data Analyst,160000,USD,160000,US,0,US,M
364,2024,EN,FT,Data Analyst,110000,USD,110000,US,0,US,M
365,2024,MI,FT,Data Analyst,95000,USD,95000,US,0,US,M
366,2024,MI,FT,Data Analyst,65000,USD,65000,US,0,US,M
367,2024,SE,FT,Data Analyst,155000,USD,155000,US,0,US,M
368,2024,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M
369,2024,SE,FT,Data Scientist,190500,USD,190500,CA,100,CA,M
370,2024,SE,FT,Data Scientist,138500,USD,138500,CA,100,CA,M
371,2024,SE,FT,Data Engineer,159000,USD,159000,CA,0,CA,M
372,2024,SE,FT,Data Engineer,127000,USD,127000,CA,0,CA,M
373,2024,EN,FT,Data Analyst,147000,USD,147000,US,0,US,M
374,2024,EN,FT,Data Analyst,118000,USD,118000,US,0,US,M
375,2024,EN,FT,Machine Learning Engineer,170000,USD,170000,US,0,US,M
376,2024,EN,FT,Machine Learning Engineer,125000,USD,125000,US,0,US,M
377,2024,SE,FT,Data Engineer,255475,USD,255475,US,100,US,M
378,2024,SE,FT,Data Engineer,185800,USD,185800,US,100,US,M
379,2024,SE,FT,Data Scientist,165000,USD,165000,US,100,US,M
380,2024,SE,FT,Data Scientist,140250,USD,140250,US,100,US,M
381,2024,MI,FT,Data Analyst,140000,USD,140000,US,0,US,M
382,2024,MI,FT,Data Analyst,105000,USD,105000,US,0,US,M
383,2024,SE,FT,Data Engineer,274965,CAD,211511,CA,0,CA,M
384,2024,SE,FT,Data Engineer,130008,CAD,100006,CA,0,CA,M
385,2024,SE,FT,Data Engineer,201900,USD,201900,US,0,US,M
386,2024,SE,FT,Data Engineer,97335,USD,97335,US,0,US,M
